shipment_id,carrier,ship_date,status,origin,destination,freight_cost
SH00378,FEDEX,2024-03-22,DELIVERED,Delhi,Chennai,284.27
SH00379,FEDEX,2024-02-24,In Transit,Mumbai,Chennai,212.36
SH00380,BLUEDART,2024-04-24,pending,Mumbai,Delhi,326.17
SH00381,FEDEX,2024-05-18,delivered,Delhi,Bangalore,460.1
SH00382,FEDEX,2024-06-15,Delayed,Delhi,Bangalore,87.06
SH00383,BLUEDART,2024-06-10,,Mumbai,Delhi,358.43
SH00384,BLUEDART,not-a-date,Pending,Delhi,Bangalore,199.27
SH00385,BLUEDART,2024-04-14,pending,Mumbai,Bangalore,232.0
SH00386,DHL,2024-05-29,,Hyderabad,Delhi,82.67
SH00387,FEDEX,2024-04-22,,Hyderabad,Delhi,347.33
SH00388,FEDEX,2024-02-06,,Hyderabad,Mumbai,440.21
,DHL,2024-06-01,Delayed,Mumbai,Delhi,476.14
SH00390,FEDEX,2024-05-11,DELIVERED,Chennai,Pune,149.35
SH00391,BLUEDART,2024-01-19,Delivered,Mumbai,Pune,162.81
SH00392,FEDEX,2024-06-07,in_transit,Chennai,Bangalore,193.0
SH00393,BLUEDART,2024-04-19,In Transit,Chennai,Mumbai,160.78
SH00394,FEDEX,2024-04-28,,Chennai,Mumbai,187.46
SH00395,FEDEX,2024-06-09,Delivered,Chennai,Bangalore,451.45
SH00396,BLUEDART,2024-05-21,Delayed,Delhi,Mumbai,262.45
SH00397,BLUEDART,2024-05-10,In Transit,Pune,Bangalore,275.98
SH00398,BLUEDART,2024-02-15,DELAYED,Chennai,Bangalore,346.74
SH00399,FEDEX,2024-02-29,In Transit,Mumbai,Bangalore,155.31
SH00400,FEDEX,2024-01-11,In Transit,Delhi,Pune,96.45
SH00401,BLUEDART,2024-04-06,pending,Pune,Bangalore,454.2
SH00402,DHL,2024-03-29,delayed,Hyderabad,Chennai,-6.78
SH00403,BLUEDART,2024-02-10,Pending,Pune,Bangalore,417.63
SH00404,DHL,2024-05-31,,Delhi,Pune,234.9
SH00405,DHL,2024-02-07,in-transit,Hyderabad,Delhi,465.1
SH00406,BLUEDART,2024-02-25,delayed,Mumbai,Chennai,440.29
SH00407,BLUEDART,2024-06-24,delayed,Chennai,Mumbai,318.44
SH00408,DHL,2024-06-04,delayed,Chennai,Pune,455.72
SH00409,DHL,2024-06-03,delivered,Mumbai,Pune,453.64
SH00410,FEDEX,2024-05-03,IN_TRANSIT,Mumbai,Pune,207.73
SH00411,BLUEDART,2024-05-02,,Mumbai,Pune,87.72
SH00412,DHL,2024-04-06,Pending,Mumbai,Delhi,411.93
SH00413,BLUEDART,2024-04-18,DELAYED,Pune,Mumbai,174.0
SH00414,BLUEDART,2024-05-22,in-transit,Delhi,Mumbai,309.94
SH00415,BLUEDART,2024-06-28,Delivered,Mumbai,Bangalore,146.51
SH00416,BLUEDART,not-a-date,Delivered,Mumbai,Bangalore,420.46
SH00417,FEDEX,2024-01-10,IN_TRANSIT,Chennai,Mumbai,326.28
,DHL,2024-06-17,Delayed,Delhi,Pune,178.7
SH00419,DHL,2024-04-02,delivered,Hyderabad,Bangalore,489.04
SH00420,BLUEDART,not-a-date,Pending,Delhi,Pune,80.88
SH00421,BLUEDART,2024-03-11,in_transit,Pune,Mumbai,2525.1
SH00422,BLUEDART,2024-01-30,in-transit,Mumbai,Chennai,444.25
SH00423,FEDEX,2024-03-27,delayed,Hyderabad,Chennai,356.72
SH00424,FEDEX,2024-02-26,in_transit,Mumbai,Pune,410.07
SH00425,BLUEDART,2024-04-12,,Pune,Bangalore,203.9
SH00426,DHL,2024-06-23,in_transit,Hyderabad,Mumbai,274.55
SH00427,DHL,2024-06-07,,Chennai,Bangalore,98.01
SH00428,BLUEDART,2024-04-05,delayed,Mumbai,Delhi,454.15
SH00429,DHL,2024-05-27,Delayed,Hyderabad,Mumbai,409.67
SH00430,FEDEX,2024-06-27,In Transit,Chennai,Pune,360.14
SH00431,FEDEX,2024-03-08,delayed,Pune,Mumbai,481.34
SH00432,FEDEX,2024-03-12,DELAYED,Pune,Mumbai,109.01
SH00433,FEDEX,2024-02-20,Pending,Chennai,Pune,117.3
SH00434,BLUEDART,2024-05-04,Delayed,Hyderabad,Pune,436.33
SH00435,DHL,2024-01-25,In Transit,Pune,Chennai,166.9
SH00436,FEDEX,2024-06-22,in_transit,Mumbai,Pune,309.58
SH00437,FEDEX,2024-05-04,delayed,Pune,Mumbai,450.33
SH00438,DHL,2024-06-05,,Chennai,Mumbai,458.18
SH00439,BLUEDART,2024-04-11,delayed,Pune,Mumbai,401.44
SH00440,FEDEX,2024-01-06,in_transit,Delhi,Mumbai,347.91
SH00441,DHL,2024-05-01,delivered,Delhi,Bangalore,396.92
SH00442,BLUEDART,2024-04-09,in_transit,Chennai,Delhi,381.92
SH00443,DHL,2024-03-24,delayed,Mumbai,Delhi,488.74
SH00444,BLUEDART,2024-04-26,pending,Hyderabad,Bangalore,444.78
SH00445,FEDEX,2024-04-23,IN_TRANSIT,Delhi,Mumbai,4446.14
SH00446,FEDEX,2024-06-25,,Pune,Chennai,-28.91
SH00447,DHL,2024-05-23,in_transit,Hyderabad,Mumbai,123.47
SH00448,FEDEX,2024-05-12,DELAYED,Mumbai,Pune,413.41
SH00449,FEDEX,2024-02-16,Delivered,Delhi,Mumbai,336.6
SH00450,DHL,not-a-date,Delivered,Pune,Delhi,176.95
SH00047,DHL,2024-04-17,,Mumbai,Pune,274.28
SH00452,DHL,2024-04-10,delayed,Chennai,Delhi,131.72
SH00453,DHL,2024-04-23,delivered,Mumbai,Bangalore,139.63
SH00454,DHL,2024-03-20,DELIVERED,Delhi,Pune,333.12
SH00455,FEDEX,2024-01-14,in_transit,Delhi,Chennai,487.97
SH00407,FEDEX,not-a-date,delivered,Hyderabad,Delhi,311.48
SH00457,DHL,2024-06-24,,Chennai,Bangalore,331.31
SH00458,DHL,2024-05-22,,Chennai,Pune,206.29
SH00459,FEDEX,2024-01-11,delayed,Pune,Bangalore,301.56
SH00460,BLUEDART,2024-03-11,DELAYED,Pune,Mumbai,461.51
SH00461,FEDEX,2024-06-12,Pending,Pune,Mumbai,133.49
SH00462,DHL,2024-05-17,in_transit,Pune,Delhi,285.83
SH00463,FEDEX,2024-05-13,delivered,Delhi,Chennai,425.84
SH00464,FEDEX,2024-06-13,pending,Chennai,Delhi,270.46
,DHL,2024-02-23,,Hyderabad,Delhi,85.98
SH00466,FEDEX,2024-03-09,Pending,Pune,Delhi,81.67
SH00467,DHL,2024-02-18,pending,Mumbai,Bangalore,161.94
SH00468,FEDEX,2024-06-28,Delivered,Mumbai,Chennai,125.06
SH00469,DHL,2024-03-31,Delayed,Hyderabad,Pune,496.16
SH00470,FEDEX,2024-02-24,Delayed,Pune,Bangalore,466.77
SH00471,FEDEX,not-a-date,DELIVERED,Mumbai,Delhi,497.04
SH00472,FEDEX,2024-05-10,DELAYED,Mumbai,Chennai,119.62
SH00473,FEDEX,2024-03-17,IN_TRANSIT,Hyderabad,Bangalore,306.08
SH00474,FEDEX,2024-06-25,,Chennai,Pune,458.45
SH00475,BLUEDART,2024-03-26,,Delhi,Bangalore,245.44
SH00476,BLUEDART,2024-06-10,in-transit,Hyderabad,Delhi,285.97
SH00477,BLUEDART,2024-04-10,,Chennai,Bangalore,317.81
SH00478,FEDEX,2024-05-01,delivered,Chennai,Bangalore,296.67
SH00479,BLUEDART,2024-02-20,pending,Chennai,Bangalore,307.1
SH00480,DHL,2024-03-23,DELAYED,Mumbai,Chennai,90.32
SH00481,FEDEX,2024-02-13,DELAYED,Pune,Delhi,419.71
SH00482,DHL,2024-01-22,delivered,Chennai,Mumbai,159.37
SH00483,FEDEX,2024-01-29,delayed,Mumbai,Chennai,60.24
SH00484,BLUEDART,2024-02-06,pending,Pune,Chennai,58.27
SH00485,DHL,2024-06-27,delivered,Mumbai,Chennai,259.23
,BLUEDART,2024-06-15,IN_TRANSIT,Pune,Delhi,278.84
SH00487,BLUEDART,2024-05-08,Delayed,Hyderabad,Delhi,466.86
SH00488,FEDEX,2024-01-05,In Transit,Delhi,Pune,209.92
SH00489,FEDEX,2024-01-08,in-transit,Mumbai,Chennai,151.51
SH00490,BLUEDART,2024-05-26,in-transit,Delhi,Mumbai,459.38
SH00491,DHL,2024-02-21,in-transit,Hyderabad,Pune,359.84
SH00492,DHL,2024-05-22,Pending,Hyderabad,Bangalore,103.27
SH00493,FEDEX,2024-06-12,in-transit,Delhi,Pune,118.38
SH00494,BLUEDART,2024-06-05,in_transit,Hyderabad,Mumbai,153.91
SH00495,DHL,2024-06-15,,Hyderabad,Pune,224.36
SH00496,FEDEX,2024-02-26,in_transit,Mumbai,Chennai,391.0
SH00497,BLUEDART,2024-03-04,,Delhi,Chennai,68.82
SH00498,BLUEDART,2024-06-13,,Hyderabad,Pune,67.33
SH00499,DHL,2024-01-11,Delayed,Hyderabad,Pune,394.32
SH00500,FEDEX,2024-03-16,delivered,Pune,Chennai,360.48
SH00501,DHL,2024-05-29,Pending,Hyderabad,Delhi,295.88
SH00502,FEDEX,2024-01-24,Pending,Hyderabad,Bangalore,341.86
SH00503,DHL,2024-01-22,IN_TRANSIT,Mumbai,Pune,377.09
SH00504,BLUEDART,2024-03-26,pending,Delhi,Bangalore,438.2
SH00505,DHL,2024-04-24,DELIVERED,Delhi,Chennai,102.9
SH00506,FEDEX,2024-05-07,delivered,Mumbai,Pune,323.59
SH00507,FEDEX,not-a-date,Delayed,Delhi,Pune,175.15
SH00508,DHL,2024-01-10,delivered,Chennai,Delhi,350.15
SH00509,DHL,2024-02-11,DELAYED,Mumbai,Pune,347.42
SH00510,FEDEX,2024-01-24,In Transit,Hyderabad,Mumbai,215.86
SH00511,BLUEDART,2024-02-01,in-transit,Mumbai,Chennai,198.14
SH00512,DHL,2024-06-25,,Mumbai,Delhi,493.83
SH00513,BLUEDART,2024-02-03,delayed,Hyderabad,Pune,283.87
SH00514,BLUEDART,2024-01-01,delayed,Chennai,Mumbai,331.46
SH00515,FEDEX,2024-05-23,in_transit,Delhi,Bangalore,55.08
SH00516,FEDEX,2024-01-30,In Transit,Pune,Mumbai,228.22
SH00517,DHL,2024-05-02,,Pune,Mumbai,66.0
SH00518,BLUEDART,2024-04-15,delivered,Pune,Chennai,425.8
SH00519,BLUEDART,2024-03-25,,Mumbai,Bangalore,209.12
SH00520,FEDEX,2024-04-09,Delivered,Hyderabad,Bangalore,439.07
SH00521,DHL,2024-03-01,,Pune,Chennai,477.83
SH00522,DHL,2024-01-07,Delayed,Chennai,Delhi,119.33
SH00523,FEDEX,2024-01-26,Delayed,Pune,Bangalore,354.52
,BLUEDART,2024-01-12,DELAYED,Hyderabad,Delhi,442.34
SH00525,BLUEDART,2024-03-20,in_transit,Pune,Delhi,194.4
SH00526,FEDEX,2024-03-11,DELAYED,Mumbai,Chennai,301.83
SH00527,FEDEX,2024-02-13,DELAYED,Chennai,Mumbai,451.51
SH00528,BLUEDART,2024-01-23,DELIVERED,Mumbai,Delhi,367.1
SH00529,FEDEX,2024-02-20,pending,Hyderabad,Mumbai,414.18
SH00530,BLUEDART,2024-06-27,delayed,Chennai,Delhi,189.68
SH00531,DHL,2024-04-10,pending,Chennai,Mumbai,198.65
SH00532,DHL,2024-04-28,in-transit,Delhi,Bangalore,395.57
SH00533,BLUEDART,2024-01-19,Delayed,Mumbai,Chennai,257.44
SH00534,DHL,2024-02-23,DELAYED,Delhi,Pune,244.02
SH00535,BLUEDART,2024-01-20,Pending,Chennai,Bangalore,308.38
SH00536,BLUEDART,2024-04-13,Delivered,Mumbai,Pune,358.48
SH00537,BLUEDART,2024-02-05,,Mumbai,Delhi,-42.81
SH00538,FEDEX,2024-02-22,In Transit,Hyderabad,Pune,184.88
SH00539,FEDEX,2024-06-05,IN_TRANSIT,Pune,Delhi,431.44
SH00540,DHL,2024-03-13,in_transit,Mumbai,Chennai,244.27
SH00541,FEDEX,2024-06-18,DELIVERED,Delhi,Pune,134.7
SH00542,DHL,2024-01-19,DELIVERED,Pune,Bangalore,374.6
SH00543,DHL,2024-06-27,IN_TRANSIT,Chennai,Pune,330.46
SH00544,FEDEX,not-a-date,delayed,Pune,Bangalore,431.06
SH00545,BLUEDART,2024-01-10,Pending,Hyderabad,Mumbai,215.86
SH00546,BLUEDART,2024-01-21,DELAYED,Hyderabad,Mumbai,89.8
SH00547,DHL,2024-01-14,Delayed,Hyderabad,Pune,400.34
SH00548,BLUEDART,2024-03-16,delivered,Pune,Chennai,362.77
SH00549,FEDEX,2024-05-26,in-transit,Mumbai,Pune,414.0
SH00550,BLUEDART,2024-06-06,,Mumbai,Chennai,165.63
SH00551,BLUEDART,2024-02-14,Pending,Chennai,Pune,156.29
SH00552,DHL,2024-04-15,in_transit,Chennai,Bangalore,347.3
SH00553,FEDEX,2024-01-30,delayed,Mumbai,Chennai,229.44
SH00554,BLUEDART,2024-04-09,DELIVERED,Chennai,Pune,288.7
SH00555,FEDEX,2024-05-16,,Pune,Delhi,244.3
SH00556,FEDEX,2024-04-10,pending,Mumbai,Chennai,387.09
SH00557,FEDEX,not-a-date,Delivered,Chennai,Mumbai,55.38
SH00558,DHL,2024-01-07,delivered,Pune,Mumbai,472.33
SH00559,BLUEDART,2024-06-03,pending,Mumbai,Delhi,393.74
SH00560,DHL,2024-06-18,pending,Chennai,Mumbai,254.05
SH00561,BLUEDART,2024-01-19,delivered,Pune,Mumbai,222.26
SH00562,FEDEX,2024-02-21,DELIVERED,Chennai,Pune,340.47
SH00563,BLUEDART,2024-01-27,Delivered,Mumbai,Pune,307.11
SH00564,DHL,2024-03-09,In Transit,Mumbai,Delhi,457.08
SH00565,FEDEX,2024-01-18,delivered,Delhi,Pune,222.99
SH00566,BLUEDART,2024-04-12,pending,Pune,Mumbai,90.8
SH00567,FEDEX,2024-01-11,pending,Pune,Bangalore,135.95
SH00568,FEDEX,2024-04-22,DELIVERED,Delhi,Bangalore,66.06
SH00569,FEDEX,2024-04-25,delivered,Mumbai,Chennai,66.67
SH00570,DHL,2024-05-17,DELAYED,Chennai,Pune,154.84
SH00571,DHL,2024-06-15,DELIVERED,Delhi,Bangalore,334.7
SH00572,BLUEDART,2024-01-28,DELAYED,Chennai,Delhi,409.63
SH00573,BLUEDART,2024-06-24,DELIVERED,Delhi,Chennai,194.72
SH00574,DHL,2024-02-06,DELIVERED,Pune,Delhi,363.33
SH00575,DHL,2024-06-10,,Chennai,Delhi,120.99
SH00092,BLUEDART,2024-05-01,in_transit,Hyderabad,Mumbai,114.39
SH00577,DHL,2024-05-07,Delivered,Hyderabad,Delhi,332.24
SH00242,DHL,2024-05-18,delayed,Mumbai,Delhi,396.65
SH00579,DHL,2024-06-20,delivered,Delhi,Pune,340.19
SH00580,FEDEX,2024-05-17,,Mumbai,Delhi,63.08
SH00581,FEDEX,2024-02-20,In Transit,Hyderabad,Pune,153.53
SH00582,FEDEX,2024-01-19,delayed,Chennai,Pune,74.45
SH00583,DHL,2024-02-19,in-transit,Delhi,Chennai,140.99
SH00584,DHL,2024-02-13,in_transit,Mumbai,Pune,448.88
SH00585,BLUEDART,2024-05-13,in_transit,Chennai,Bangalore,316.21
SH00586,BLUEDART,2024-05-28,DELAYED,Chennai,Bangalore,475.81
SH00587,DHL,2024-05-09,Delayed,Mumbai,Pune,227.44
SH00588,FEDEX,2024-01-04,IN_TRANSIT,Chennai,Delhi,477.47
SH00589,DHL,2024-02-11,,Mumbai,Pune,306.67
SH00590,DHL,2024-04-04,Pending,Delhi,Mumbai,335.03
SH00591,FEDEX,2024-03-10,DELAYED,Hyderabad,Delhi,294.1
SH00592,FEDEX,2024-01-29,delayed,Mumbai,Chennai,328.61
SH00593,DHL,2024-03-26,Delivered,Hyderabad,Bangalore,342.07
SH00594,BLUEDART,2024-03-09,IN_TRANSIT,Chennai,Bangalore,174.72
SH00595,BLUEDART,2024-06-22,in-transit,Mumbai,Pune,253.39
SH00596,DHL,2024-04-10,in-transit,Chennai,Pune,481.22
SH00597,DHL,2024-05-13,delivered,Delhi,Mumbai,181.93
SH00598,FEDEX,2024-01-06,Delivered,Delhi,Pune,59.92
SH00599,FEDEX,2024-03-24,pending,Delhi,Chennai,363.59
SH00600,DHL,2024-02-28,in-transit,Pune,Bangalore,396.39
SH00601,DHL,2024-03-14,DELIVERED,Hyderabad,Bangalore,427.7
SH00602,DHL,2024-05-27,in-transit,Mumbai,Delhi,216.35
SH00603,FEDEX,2024-02-11,Delivered,Chennai,Mumbai,464.2
,FEDEX,2024-05-19,In Transit,Pune,Bangalore,341.26
SH00605,BLUEDART,2024-01-29,delivered,Chennai,Pune,112.74
SH00606,DHL,2024-01-15,in_transit,Delhi,Chennai,312.54
SH00607,DHL,2024-01-23,IN_TRANSIT,Mumbai,Pune,137.5
SH00608,BLUEDART,2024-04-19,In Transit,Pune,Chennai,55.49
SH00609,BLUEDART,2024-04-23,IN_TRANSIT,Mumbai,Bangalore,411.66
SH00610,FEDEX,2024-06-02,in_transit,Delhi,Mumbai,186.45
,BLUEDART,2024-06-12,IN_TRANSIT,Delhi,Bangalore,128.7
SH00612,DHL,2024-05-05,,Chennai,Pune,185.9
SH00613,DHL,2024-03-17,,Mumbai,Delhi,336.45
SH00614,DHL,2024-03-11,Delivered,Delhi,Mumbai,319.5
SH00615,FEDEX,not-a-date,in-transit,Delhi,Bangalore,123.28
SH00616,DHL,2024-04-02,In Transit,Pune,Bangalore,71.92
SH00617,DHL,2024-02-12,,Chennai,Delhi,192.29
SH00618,BLUEDART,2024-03-31,delivered,Pune,Delhi,111.63
SH00619,DHL,2024-02-26,,Mumbai,Bangalore,453.68
SH00620,BLUEDART,2024-01-20,DELIVERED,Hyderabad,Delhi,465.53
SH00621,FEDEX,2024-03-28,in-transit,Hyderabad,Pune,62.94
SH00622,DHL,2024-02-03,IN_TRANSIT,Chennai,Mumbai,360.87
SH00623,FEDEX,2024-06-17,delivered,Mumbai,Bangalore,261.09
SH00624,DHL,2024-02-22,in_transit,Mumbai,Delhi,133.15
SH00625,FEDEX,2024-05-08,DELAYED,Hyderabad,Mumbai,158.82
SH00626,DHL,2024-03-13,,Hyderabad,Bangalore,291.71
SH00627,BLUEDART,2024-02-17,Delivered,Delhi,Chennai,131.38
SH00628,DHL,2024-03-21,Delivered,Delhi,Bangalore,283.88
SH00629,BLUEDART,2024-01-30,delayed,Mumbai,Delhi,320.18
SH00630,BLUEDART,2024-04-19,Delivered,Delhi,Chennai,452.64
SH00631,DHL,2024-05-13,Delivered,Delhi,Bangalore,103.65
SH00632,BLUEDART,2024-02-20,DELAYED,Chennai,Delhi,429.81
SH00633,FEDEX,2024-06-13,In Transit,Pune,Mumbai,264.12
SH00634,FEDEX,2024-03-05,in_transit,Chennai,Pune,332.77
SH00635,DHL,2024-04-07,In Transit,Delhi,Bangalore,118.73
SH00636,BLUEDART,2024-06-18,Delayed,Delhi,Pune,167.75
SH00637,DHL,2024-03-21,delayed,Delhi,Bangalore,256.85
SH00638,FEDEX,2024-03-20,delayed,Chennai,Pune,393.81
SH00639,BLUEDART,2024-02-10,IN_TRANSIT,Hyderabad,Chennai,168.53
SH00640,FEDEX,2024-01-12,In Transit,Pune,Delhi,206.99
SH00641,FEDEX,2024-04-01,delivered,Delhi,Bangalore,347.56
SH00642,BLUEDART,not-a-date,In Transit,Mumbai,Chennai,66.82
SH00643,FEDEX,not-a-date,In Transit,Pune,Delhi,219.98
SH00644,DHL,2024-06-19,DELAYED,Chennai,Mumbai,184.78
SH00645,DHL,2024-01-13,DELAYED,Hyderabad,Bangalore,230.91
SH00646,BLUEDART,2024-05-25,delayed,Mumbai,Chennai,242.2
SH00647,BLUEDART,2024-03-21,IN_TRANSIT,Pune,Chennai,163.07
SH00648,DHL,2024-02-24,,Hyderabad,Bangalore,383.99
SH00649,BLUEDART,2024-04-03,in_transit,Delhi,Bangalore,117.71
SH00650,FEDEX,2024-03-09,pending,Mumbai,Bangalore,122.26
SH00651,DHL,2024-03-20,Delayed,Chennai,Delhi,496.08
SH00652,FEDEX,2024-03-12,DELIVERED,Chennai,Delhi,339.93
SH00653,DHL,2024-01-17,IN_TRANSIT,Mumbai,Chennai,453.55
SH00654,BLUEDART,2024-05-08,Delayed,Chennai,Bangalore,348.9
SH00655,FEDEX,2024-03-21,DELAYED,Mumbai,Bangalore,381.76
SH00656,DHL,2024-03-11,in-transit,Chennai,Delhi,438.3
SH00657,DHL,2024-03-04,,Pune,Chennai,471.64
SH00658,DHL,2024-06-18,delivered,Hyderabad,Delhi,360.81
SH00659,FEDEX,2024-03-01,IN_TRANSIT,Pune,Delhi,53.54
SH00660,FEDEX,2024-02-11,pending,Mumbai,Bangalore,192.73
SH00661,FEDEX,2024-04-15,In Transit,Mumbai,Pune,372.82
SH00662,BLUEDART,2024-06-03,Delayed,Pune,Delhi,382.0
SH00663,BLUEDART,not-a-date,in_transit,Chennai,Pune,332.73
SH00664,BLUEDART,2024-03-22,,Chennai,Pune,380.83
SH00665,FEDEX,2024-02-16,IN_TRANSIT,Chennai,Delhi,475.14
SH00666,BLUEDART,2024-04-28,Pending,Hyderabad,Bangalore,433.32
SH00667,DHL,2024-05-25,Pending,Mumbai,Chennai,286.63
SH00668,FEDEX,2024-02-18,,Mumbai,Bangalore,401.95
SH00669,DHL,2024-03-13,in_transit,Hyderabad,Bangalore,238.25
SH00670,FEDEX,2024-04-04,pending,Chennai,Pune,256.17
SH00671,BLUEDART,2024-04-18,in-transit,Delhi,Mumbai,82.88
,FEDEX,2024-05-09,in-transit,Pune,Delhi,489.89
SH00673,DHL,2024-05-08,In Transit,Hyderabad,Bangalore,445.05
SH00674,DHL,2024-02-02,,Pune,Delhi,176.45
SH00675,FEDEX,2024-04-21,In Transit,Hyderabad,Mumbai,381.59
SH00676,BLUEDART,2024-01-14,delivered,Delhi,Bangalore,261.61
SH00677,FEDEX,2024-05-23,delayed,Mumbai,Pune,100.62
SH00678,DHL,2024-05-10,DELAYED,Pune,Bangalore,450.9
SH00679,BLUEDART,2024-01-20,delayed,Hyderabad,Bangalore,354.61
SH00680,BLUEDART,2024-01-28,DELIVERED,Mumbai,Pune,62.99
SH00681,BLUEDART,2024-01-12,delayed,Pune,Delhi,196.21
SH00682,BLUEDART,2024-06-13,,Chennai,Bangalore,74.99
SH00683,FEDEX,2024-04-12,,Pune,Bangalore,143.7
SH00684,BLUEDART,2024-04-20,in-transit,Chennai,Delhi,456.68
SH00685,FEDEX,2024-04-09,DELAYED,Hyderabad,Bangalore,320.15
SH00686,DHL,2024-05-11,delayed,Delhi,Pune,354.4
SH00687,BLUEDART,2024-04-21,,Hyderabad,Delhi,264.93
SH00688,DHL,2024-01-13,delivered,Hyderabad,Chennai,281.04
SH00689,BLUEDART,2024-05-29,Delayed,Hyderabad,Mumbai,57.32
SH00690,FEDEX,2024-03-17,Pending,Mumbai,Delhi,254.75
SH00691,DHL,2024-06-03,pending,Chennai,Bangalore,2350.03
SH00692,FEDEX,2024-06-03,in-transit,Delhi,Pune,328.32
SH00693,BLUEDART,not-a-date,Delivered,Delhi,Chennai,417.19
SH00694,FEDEX,2024-06-09,Delayed,Chennai,Bangalore,135.91
SH00695,DHL,2024-06-28,delayed,Mumbai,Bangalore,262.17
SH00696,BLUEDART,2024-01-27,Pending,Delhi,Bangalore,244.3
SH00697,BLUEDART,2024-04-12,DELAYED,Hyderabad,Mumbai,376.08
SH00698,DHL,2024-03-21,in-transit,Mumbai,Delhi,451.79
SH00699,BLUEDART,2024-01-06,Pending,Pune,Chennai,136.49
SH00700,BLUEDART,2024-03-16,IN_TRANSIT,Pune,Chennai,481.91
SH00701,FEDEX,2024-01-23,DELIVERED,Chennai,Bangalore,127.98
SH00702,FEDEX,2024-01-13,In Transit,Pune,Bangalore,446.41
SH00703,BLUEDART,2024-01-30,Delivered,Mumbai,Delhi,302.89
SH00704,DHL,2024-06-25,DELAYED,Hyderabad,Mumbai,351.27
SH00705,FEDEX,2024-06-05,Delivered,Mumbai,Delhi,420.62
SH00706,DHL,2024-04-23,delayed,Pune,Bangalore,379.65
SH00707,DHL,2024-04-16,delivered,Mumbai,Bangalore,160.39
SH00708,DHL,2024-04-16,pending,Pune,Mumbai,160.45
SH00709,DHL,2024-04-27,Delayed,Delhi,Pune,407.57
SH00710,DHL,2024-03-21,,Hyderabad,Delhi,123.95
SH00711,BLUEDART,2024-06-18,in-transit,Chennai,Delhi,238.69
,BLUEDART,2024-03-12,DELAYED,Pune,Mumbai,464.2
SH00713,BLUEDART,2024-06-27,,Hyderabad,Pune,401.7
SH00714,DHL,2024-02-02,Delayed,Hyderabad,Mumbai,177.77
SH00715,BLUEDART,2024-05-18,in_transit,Chennai,Delhi,424.5
SH00716,BLUEDART,2024-05-09,delivered,Mumbai,Chennai,390.45
SH00717,DHL,2024-05-28,pending,Delhi,Chennai,349.48
SH00718,BLUEDART,2024-05-13,Delivered,Hyderabad,Bangalore,197.53
SH00719,DHL,2024-01-21,IN_TRANSIT,Chennai,Pune,449.83
SH00720,BLUEDART,2024-05-29,IN_TRANSIT,Delhi,Pune,498.43
SH00721,FEDEX,2024-05-04,DELIVERED,Chennai,Bangalore,485.61
SH00722,FEDEX,2024-05-23,Delivered,Delhi,Bangalore,320.72
SH00723,DHL,2024-03-19,in-transit,Hyderabad,Bangalore,182.29
SH00724,FEDEX,2024-02-25,Pending,Mumbai,Chennai,269.96
SH00725,FEDEX,2024-03-27,delayed,Delhi,Chennai,425.51
SH00726,BLUEDART,2024-02-08,In Transit,Delhi,Pune,90.19
SH00727,FEDEX,2024-04-23,pending,Pune,Delhi,89.84
SH00728,BLUEDART,2024-01-22,DELAYED,Pune,Delhi,293.83
SH00729,FEDEX,2024-05-16,delivered,Hyderabad,Delhi,173.73
SH00730,BLUEDART,2024-06-04,DELAYED,Delhi,Bangalore,70.24
SH00731,FEDEX,2024-01-24,Delivered,Mumbai,Chennai,293.8
SH00732,DHL,2024-01-16,In Transit,Pune,Chennai,131.66
SH00733,DHL,2024-01-31,in_transit,Delhi,Chennai,388.46
SH00734,FEDEX,2024-04-28,Delivered,Mumbai,Chennai,267.88
SH00735,FEDEX,2024-03-04,pending,Hyderabad,Pune,403.35
SH00736,BLUEDART,2024-02-06,DELIVERED,Hyderabad,Bangalore,401.91
SH00737,FEDEX,2024-06-07,DELIVERED,Mumbai,Delhi,50.24
SH00738,BLUEDART,2024-02-24,Delayed,Delhi,Chennai,176.59
SH00739,DHL,2024-05-22,IN_TRANSIT,Delhi,Bangalore,144.88
SH00740,FEDEX,2024-06-18,In Transit,Pune,Chennai,144.78
,DHL,2024-01-03,IN_TRANSIT,Mumbai,Pune,300.11
SH00742,DHL,2024-06-20,Delivered,Mumbai,Delhi,208.85
SH00743,DHL,2024-02-19,in_transit,Mumbai,Delhi,384.42
SH00744,DHL,2024-02-26,delayed,Mumbai,Chennai,485.28
SH00745,BLUEDART,2024-06-12,,Chennai,Delhi,174.81
SH00746,BLUEDART,2024-01-17,Pending,Hyderabad,Pune,79.27
SH00747,BLUEDART,2024-01-06,Pending,Pune,Bangalore,354.98
SH00748,DHL,2024-03-23,IN_TRANSIT,Delhi,Bangalore,173.32
SH00749,DHL,2024-04-17,In Transit,Chennai,Delhi,52.32
SH00750,DHL,2024-03-04,In Transit,Chennai,Pune,189.86
SH00751,DHL,2024-03-04,in_transit,Hyderabad,Mumbai,481.46
SH00752,DHL,2024-06-09,Delivered,Mumbai,Pune,88.49
SH00753,BLUEDART,2024-04-23,DELAYED,Mumbai,Bangalore,331.78
SH00754,FEDEX,2024-04-15,DELAYED,Delhi,Pune,404.36
SH00755,FEDEX,2024-06-15,,Hyderabad,Pune,61.69
SH00756,DHL,2024-02-19,DELIVERED,Hyderabad,Delhi,336.81
