shipment_id,carrier,ship_date,status,origin,destination,freight_cost,cost_flag
SH00391,BLUEDART,2024-01-19,delivered,Mumbai,Pune,162.81,False
SH00392,FEDEX,2024-06-07,in_transit,Chennai,Bangalore,193.0,False
SH00393,BLUEDART,2024-04-19,in_transit,Chennai,Mumbai,160.78,False
SH00394,FEDEX,2024-04-28,,Chennai,Mumbai,187.46,False
SH00395,FEDEX,2024-06-09,delivered,Chennai,Bangalore,451.45,False
SH00396,BLUEDART,2024-05-21,delayed,Delhi,Mumbai,262.45,False
SH00397,BLUEDART,2024-05-10,in_transit,Pune,Bangalore,275.98,False
SH00398,BLUEDART,2024-02-15,delayed,Chennai,Bangalore,346.74,False
SH00399,FEDEX,2024-02-29,in_transit,Mumbai,Bangalore,155.31,False
SH00400,FEDEX,2024-01-11,in_transit,Delhi,Pune,96.45,False
SH00401,BLUEDART,2024-04-06,pending,Pune,Bangalore,454.2,False
SH00402,DHL,2024-03-29,delayed,Hyderabad,Chennai,-6.78,False
SH00403,BLUEDART,2024-02-10,pending,Pune,Bangalore,417.63,False
SH00404,DHL,2024-05-31,,Delhi,Pune,234.9,False
SH00405,DHL,2024-02-07,in_transit,Hyderabad,Delhi,465.1,False
SH00406,BLUEDART,2024-02-25,delayed,Mumbai,Chennai,440.29,False
SH00407,BLUEDART,2024-06-24,delayed,Chennai,Mumbai,318.44,False
SH00408,DHL,2024-06-04,delayed,Chennai,Pune,455.72,False
SH00409,DHL,2024-06-03,delivered,Mumbai,Pune,453.64,False
SH00410,FEDEX,2024-05-03,in_transit,Mumbai,Pune,207.73,False
SH00411,BLUEDART,2024-05-02,,Mumbai,Pune,87.72,False
SH00412,DHL,2024-04-06,pending,Mumbai,Delhi,411.93,False
SH00413,BLUEDART,2024-04-18,delayed,Pune,Mumbai,174.0,False
SH00414,BLUEDART,2024-05-22,in_transit,Delhi,Mumbai,309.94,False
SH00415,BLUEDART,2024-06-28,delivered,Mumbai,Bangalore,146.51,False
SH00417,FEDEX,2024-01-10,in_transit,Chennai,Mumbai,326.28,False
SH00419,DHL,2024-04-02,delivered,Hyderabad,Bangalore,489.04,False
SH00421,BLUEDART,2024-03-11,in_transit,Pune,Mumbai,2525.1,True
SH00422,BLUEDART,2024-01-30,in_transit,Mumbai,Chennai,444.25,False
SH00423,FEDEX,2024-03-27,delayed,Hyderabad,Chennai,356.72,False
SH00424,FEDEX,2024-02-26,in_transit,Mumbai,Pune,410.07,False
SH00425,BLUEDART,2024-04-12,,Pune,Bangalore,203.9,False
SH00426,DHL,2024-06-23,in_transit,Hyderabad,Mumbai,274.55,False
SH00427,DHL,2024-06-07,,Chennai,Bangalore,98.01,False
SH00428,BLUEDART,2024-04-05,delayed,Mumbai,Delhi,454.15,False
SH00429,DHL,2024-05-27,delayed,Hyderabad,Mumbai,409.67,False
SH00430,FEDEX,2024-06-27,in_transit,Chennai,Pune,360.14,False
SH00431,FEDEX,2024-03-08,delayed,Pune,Mumbai,481.34,False
SH00432,FEDEX,2024-03-12,delayed,Pune,Mumbai,109.01,False
SH00433,FEDEX,2024-02-20,pending,Chennai,Pune,117.3,False
SH00434,BLUEDART,2024-05-04,delayed,Hyderabad,Pune,436.33,False
SH00435,DHL,2024-01-25,in_transit,Pune,Chennai,166.9,False
SH00436,FEDEX,2024-06-22,in_transit,Mumbai,Pune,309.58,False
SH00437,FEDEX,2024-05-04,delayed,Pune,Mumbai,450.33,False
SH00438,DHL,2024-06-05,,Chennai,Mumbai,458.18,False
SH00439,BLUEDART,2024-04-11,delayed,Pune,Mumbai,401.44,False
SH00440,FEDEX,2024-01-06,in_transit,Delhi,Mumbai,347.91,False
SH00441,DHL,2024-05-01,delivered,Delhi,Bangalore,396.92,False
SH00442,BLUEDART,2024-04-09,in_transit,Chennai,Delhi,381.92,False
SH00443,DHL,2024-03-24,delayed,Mumbai,Delhi,488.74,False
SH00444,BLUEDART,2024-04-26,pending,Hyderabad,Bangalore,444.78,False
SH00445,FEDEX,2024-04-23,in_transit,Delhi,Mumbai,4446.14,True
SH00446,FEDEX,2024-06-25,,Pune,Chennai,-28.91,False
SH00447,DHL,2024-05-23,in_transit,Hyderabad,Mumbai,123.47,False
SH00448,FEDEX,2024-05-12,delayed,Mumbai,Pune,413.41,False
SH00449,FEDEX,2024-02-16,delivered,Delhi,Mumbai,336.6,False
SH00452,DHL,2024-04-10,delayed,Chennai,Delhi,131.72,False
SH00453,DHL,2024-04-23,delivered,Mumbai,Bangalore,139.63,False
SH00454,DHL,2024-03-20,delivered,Delhi,Pune,333.12,False
SH00455,FEDEX,2024-01-14,in_transit,Delhi,Chennai,487.97,False
SH00457,DHL,2024-06-24,,Chennai,Bangalore,331.31,False
SH00458,DHL,2024-05-22,,Chennai,Pune,206.29,False
SH00459,FEDEX,2024-01-11,delayed,Pune,Bangalore,301.56,False
SH00460,BLUEDART,2024-03-11,delayed,Pune,Mumbai,461.51,False
SH00461,FEDEX,2024-06-12,pending,Pune,Mumbai,133.49,False
SH00462,DHL,2024-05-17,in_transit,Pune,Delhi,285.83,False
SH00463,FEDEX,2024-05-13,delivered,Delhi,Chennai,425.84,False
SH00464,FEDEX,2024-06-13,pending,Chennai,Delhi,270.46,False
SH00466,FEDEX,2024-03-09,pending,Pune,Delhi,81.67,False
SH00467,DHL,2024-02-18,pending,Mumbai,Bangalore,161.94,False
SH00468,FEDEX,2024-06-28,delivered,Mumbai,Chennai,125.06,False
SH00469,DHL,2024-03-31,delayed,Hyderabad,Pune,496.16,False
SH00470,FEDEX,2024-02-24,delayed,Pune,Bangalore,466.77,False
SH00472,FEDEX,2024-05-10,delayed,Mumbai,Chennai,119.62,False
SH00473,FEDEX,2024-03-17,in_transit,Hyderabad,Bangalore,306.08,False
SH00474,FEDEX,2024-06-25,,Chennai,Pune,458.45,False
SH00475,BLUEDART,2024-03-26,,Delhi,Bangalore,245.44,False
SH00476,BLUEDART,2024-06-10,in_transit,Hyderabad,Delhi,285.97,False
SH00477,BLUEDART,2024-04-10,,Chennai,Bangalore,317.81,False
SH00478,FEDEX,2024-05-01,delivered,Chennai,Bangalore,296.67,False
SH00479,BLUEDART,2024-02-20,pending,Chennai,Bangalore,307.1,False
SH00480,DHL,2024-03-23,delayed,Mumbai,Chennai,90.32,False
SH00481,FEDEX,2024-02-13,delayed,Pune,Delhi,419.71,False
SH00482,DHL,2024-01-22,delivered,Chennai,Mumbai,159.37,False
SH00483,FEDEX,2024-01-29,delayed,Mumbai,Chennai,60.24,False
SH00484,BLUEDART,2024-02-06,pending,Pune,Chennai,58.27,False
SH00485,DHL,2024-06-27,delivered,Mumbai,Chennai,259.23,False
SH00487,BLUEDART,2024-05-08,delayed,Hyderabad,Delhi,466.86,False
SH00488,FEDEX,2024-01-05,in_transit,Delhi,Pune,209.92,False
SH00489,FEDEX,2024-01-08,in_transit,Mumbai,Chennai,151.51,False
SH00490,BLUEDART,2024-05-26,in_transit,Delhi,Mumbai,459.38,False
SH00491,DHL,2024-02-21,in_transit,Hyderabad,Pune,359.84,False
SH00492,DHL,2024-05-22,pending,Hyderabad,Bangalore,103.27,False
SH00493,FEDEX,2024-06-12,in_transit,Delhi,Pune,118.38,False
SH00494,BLUEDART,2024-06-05,in_transit,Hyderabad,Mumbai,153.91,False
SH00495,DHL,2024-06-15,,Hyderabad,Pune,224.36,False
SH00496,FEDEX,2024-02-26,in_transit,Mumbai,Chennai,391.0,False
SH00497,BLUEDART,2024-03-04,,Delhi,Chennai,68.82,False
SH00498,BLUEDART,2024-06-13,,Hyderabad,Pune,67.33,False
SH00499,DHL,2024-01-11,delayed,Hyderabad,Pune,394.32,False
SH00500,FEDEX,2024-03-16,delivered,Pune,Chennai,360.48,False
SH00501,DHL,2024-05-29,pending,Hyderabad,Delhi,295.88,False
SH00502,FEDEX,2024-01-24,pending,Hyderabad,Bangalore,341.86,False
SH00503,DHL,2024-01-22,in_transit,Mumbai,Pune,377.09,False
SH00504,BLUEDART,2024-03-26,pending,Delhi,Bangalore,438.2,False
SH00505,DHL,2024-04-24,delivered,Delhi,Chennai,102.9,False
SH00506,FEDEX,2024-05-07,delivered,Mumbai,Pune,323.59,False
SH00508,DHL,2024-01-10,delivered,Chennai,Delhi,350.15,False
SH00509,DHL,2024-02-11,delayed,Mumbai,Pune,347.42,False
SH00510,FEDEX,2024-01-24,in_transit,Hyderabad,Mumbai,215.86,False
SH00511,BLUEDART,2024-02-01,in_transit,Mumbai,Chennai,198.14,False
SH00512,DHL,2024-06-25,,Mumbai,Delhi,493.83,False
SH00513,BLUEDART,2024-02-03,delayed,Hyderabad,Pune,283.87,False
SH00514,BLUEDART,2024-01-01,delayed,Chennai,Mumbai,331.46,False
SH00515,FEDEX,2024-05-23,in_transit,Delhi,Bangalore,55.08,False
SH00516,FEDEX,2024-01-30,in_transit,Pune,Mumbai,228.22,False
SH00517,DHL,2024-05-02,,Pune,Mumbai,66.0,False
SH00518,BLUEDART,2024-04-15,delivered,Pune,Chennai,425.8,False
SH00519,BLUEDART,2024-03-25,,Mumbai,Bangalore,209.12,False
SH00520,FEDEX,2024-04-09,delivered,Hyderabad,Bangalore,439.07,False
SH00521,DHL,2024-03-01,,Pune,Chennai,477.83,False
SH00522,DHL,2024-01-07,delayed,Chennai,Delhi,119.33,False
SH00523,FEDEX,2024-01-26,delayed,Pune,Bangalore,354.52,False
SH00525,BLUEDART,2024-03-20,in_transit,Pune,Delhi,194.4,False
SH00526,FEDEX,2024-03-11,delayed,Mumbai,Chennai,301.83,False
SH00527,FEDEX,2024-02-13,delayed,Chennai,Mumbai,451.51,False
SH00528,BLUEDART,2024-01-23,delivered,Mumbai,Delhi,367.1,False
SH00529,FEDEX,2024-02-20,pending,Hyderabad,Mumbai,414.18,False
SH00530,BLUEDART,2024-06-27,delayed,Chennai,Delhi,189.68,False
SH00531,DHL,2024-04-10,pending,Chennai,Mumbai,198.65,False
SH00532,DHL,2024-04-28,in_transit,Delhi,Bangalore,395.57,False
SH00533,BLUEDART,2024-01-19,delayed,Mumbai,Chennai,257.44,False
SH00534,DHL,2024-02-23,delayed,Delhi,Pune,244.02,False
SH00535,BLUEDART,2024-01-20,pending,Chennai,Bangalore,308.38,False
SH00536,BLUEDART,2024-04-13,delivered,Mumbai,Pune,358.48,False
SH00537,BLUEDART,2024-02-05,,Mumbai,Delhi,-42.81,False
SH00538,FEDEX,2024-02-22,in_transit,Hyderabad,Pune,184.88,False
SH00539,FEDEX,2024-06-05,in_transit,Pune,Delhi,431.44,False
SH00540,DHL,2024-03-13,in_transit,Mumbai,Chennai,244.27,False
SH00541,FEDEX,2024-06-18,delivered,Delhi,Pune,134.7,False
SH00542,DHL,2024-01-19,delivered,Pune,Bangalore,374.6,False
SH00543,DHL,2024-06-27,in_transit,Chennai,Pune,330.46,False
SH00545,BLUEDART,2024-01-10,pending,Hyderabad,Mumbai,215.86,False
SH00546,BLUEDART,2024-01-21,delayed,Hyderabad,Mumbai,89.8,False
SH00547,DHL,2024-01-14,delayed,Hyderabad,Pune,400.34,False
SH00548,BLUEDART,2024-03-16,delivered,Pune,Chennai,362.77,False
SH00549,FEDEX,2024-05-26,in_transit,Mumbai,Pune,414.0,False
SH00550,BLUEDART,2024-06-06,,Mumbai,Chennai,165.63,False
SH00551,BLUEDART,2024-02-14,pending,Chennai,Pune,156.29,False
SH00552,DHL,2024-04-15,in_transit,Chennai,Bangalore,347.3,False
SH00553,FEDEX,2024-01-30,delayed,Mumbai,Chennai,229.44,False
SH00554,BLUEDART,2024-04-09,delivered,Chennai,Pune,288.7,False
SH00555,FEDEX,2024-05-16,,Pune,Delhi,244.3,False
SH00556,FEDEX,2024-04-10,pending,Mumbai,Chennai,387.09,False
SH00558,DHL,2024-01-07,delivered,Pune,Mumbai,472.33,False
SH00559,BLUEDART,2024-06-03,pending,Mumbai,Delhi,393.74,False
SH00560,DHL,2024-06-18,pending,Chennai,Mumbai,254.05,False
SH00561,BLUEDART,2024-01-19,delivered,Pune,Mumbai,222.26,False
SH00562,FEDEX,2024-02-21,delivered,Chennai,Pune,340.47,False
SH00563,BLUEDART,2024-01-27,delivered,Mumbai,Pune,307.11,False
SH00564,DHL,2024-03-09,in_transit,Mumbai,Delhi,457.08,False
SH00565,FEDEX,2024-01-18,delivered,Delhi,Pune,222.99,False
SH00566,BLUEDART,2024-04-12,pending,Pune,Mumbai,90.8,False
SH00567,FEDEX,2024-01-11,pending,Pune,Bangalore,135.95,False
SH00568,FEDEX,2024-04-22,delivered,Delhi,Bangalore,66.06,False
SH00569,FEDEX,2024-04-25,delivered,Mumbai,Chennai,66.67,False
SH00570,DHL,2024-05-17,delayed,Chennai,Pune,154.84,False
SH00571,DHL,2024-06-15,delivered,Delhi,Bangalore,334.7,False
SH00572,BLUEDART,2024-01-28,delayed,Chennai,Delhi,409.63,False
SH00573,BLUEDART,2024-06-24,delivered,Delhi,Chennai,194.72,False
SH00574,DHL,2024-02-06,delivered,Pune,Delhi,363.33,False
SH00575,DHL,2024-06-10,,Chennai,Delhi,120.99,False
SH00577,DHL,2024-05-07,delivered,Hyderabad,Delhi,332.24,False
SH00242,DHL,2024-05-18,delayed,Mumbai,Delhi,396.65,False
SH00579,DHL,2024-06-20,delivered,Delhi,Pune,340.19,False
SH00580,FEDEX,2024-05-17,,Mumbai,Delhi,63.08,False
SH00581,FEDEX,2024-02-20,in_transit,Hyderabad,Pune,153.53,False
SH00582,FEDEX,2024-01-19,delayed,Chennai,Pune,74.45,False
SH00583,DHL,2024-02-19,in_transit,Delhi,Chennai,140.99,False
SH00584,DHL,2024-02-13,in_transit,Mumbai,Pune,448.88,False
SH00585,BLUEDART,2024-05-13,in_transit,Chennai,Bangalore,316.21,False
SH00586,BLUEDART,2024-05-28,delayed,Chennai,Bangalore,475.81,False
SH00587,DHL,2024-05-09,delayed,Mumbai,Pune,227.44,False
SH00588,FEDEX,2024-01-04,in_transit,Chennai,Delhi,477.47,False
SH00589,DHL,2024-02-11,,Mumbai,Pune,306.67,False
SH00590,DHL,2024-04-04,pending,Delhi,Mumbai,335.03,False
SH00591,FEDEX,2024-03-10,delayed,Hyderabad,Delhi,294.1,False
SH00592,FEDEX,2024-01-29,delayed,Mumbai,Chennai,328.61,False
SH00593,DHL,2024-03-26,delivered,Hyderabad,Bangalore,342.07,False
SH00594,BLUEDART,2024-03-09,in_transit,Chennai,Bangalore,174.72,False
SH00595,BLUEDART,2024-06-22,in_transit,Mumbai,Pune,253.39,False
SH00596,DHL,2024-04-10,in_transit,Chennai,Pune,481.22,False
SH00597,DHL,2024-05-13,delivered,Delhi,Mumbai,181.93,False
SH00598,FEDEX,2024-01-06,delivered,Delhi,Pune,59.92,False
SH00599,FEDEX,2024-03-24,pending,Delhi,Chennai,363.59,False
SH00600,DHL,2024-02-28,in_transit,Pune,Bangalore,396.39,False
SH00601,DHL,2024-03-14,delivered,Hyderabad,Bangalore,427.7,False
SH00602,DHL,2024-05-27,in_transit,Mumbai,Delhi,216.35,False
SH00603,FEDEX,2024-02-11,delivered,Chennai,Mumbai,464.2,False
SH00605,BLUEDART,2024-01-29,delivered,Chennai,Pune,112.74,False
SH00606,DHL,2024-01-15,in_transit,Delhi,Chennai,312.54,False
SH00607,DHL,2024-01-23,in_transit,Mumbai,Pune,137.5,False
SH00608,BLUEDART,2024-04-19,in_transit,Pune,Chennai,55.49,False
SH00609,BLUEDART,2024-04-23,in_transit,Mumbai,Bangalore,411.66,False
SH00610,FEDEX,2024-06-02,in_transit,Delhi,Mumbai,186.45,False
SH00612,DHL,2024-05-05,,Chennai,Pune,185.9,False
SH00613,DHL,2024-03-17,,Mumbai,Delhi,336.45,False
SH00614,DHL,2024-03-11,delivered,Delhi,Mumbai,319.5,False
SH00616,DHL,2024-04-02,in_transit,Pune,Bangalore,71.92,False
SH00617,DHL,2024-02-12,,Chennai,Delhi,192.29,False
SH00618,BLUEDART,2024-03-31,delivered,Pune,Delhi,111.63,False
SH00619,DHL,2024-02-26,,Mumbai,Bangalore,453.68,False
SH00620,BLUEDART,2024-01-20,delivered,Hyderabad,Delhi,465.53,False
SH00621,FEDEX,2024-03-28,in_transit,Hyderabad,Pune,62.94,False
SH00622,DHL,2024-02-03,in_transit,Chennai,Mumbai,360.87,False
SH00623,FEDEX,2024-06-17,delivered,Mumbai,Bangalore,261.09,False
SH00624,DHL,2024-02-22,in_transit,Mumbai,Delhi,133.15,False
SH00625,FEDEX,2024-05-08,delayed,Hyderabad,Mumbai,158.82,False
SH00626,DHL,2024-03-13,,Hyderabad,Bangalore,291.71,False
SH00627,BLUEDART,2024-02-17,delivered,Delhi,Chennai,131.38,False
SH00628,DHL,2024-03-21,delivered,Delhi,Bangalore,283.88,False
SH00629,BLUEDART,2024-01-30,delayed,Mumbai,Delhi,320.18,False
SH00630,BLUEDART,2024-04-19,delivered,Delhi,Chennai,452.64,False
SH00631,DHL,2024-05-13,delivered,Delhi,Bangalore,103.65,False
SH00632,BLUEDART,2024-02-20,delayed,Chennai,Delhi,429.81,False
SH00633,FEDEX,2024-06-13,in_transit,Pune,Mumbai,264.12,False
SH00634,FEDEX,2024-03-05,in_transit,Chennai,Pune,332.77,False
SH00635,DHL,2024-04-07,in_transit,Delhi,Bangalore,118.73,False
SH00636,BLUEDART,2024-06-18,delayed,Delhi,Pune,167.75,False
SH00637,DHL,2024-03-21,delayed,Delhi,Bangalore,256.85,False
SH00638,FEDEX,2024-03-20,delayed,Chennai,Pune,393.81,False
SH00639,BLUEDART,2024-02-10,in_transit,Hyderabad,Chennai,168.53,False
SH00640,FEDEX,2024-01-12,in_transit,Pune,Delhi,206.99,False
SH00641,FEDEX,2024-04-01,delivered,Delhi,Bangalore,347.56,False
SH00644,DHL,2024-06-19,delayed,Chennai,Mumbai,184.78,False
SH00645,DHL,2024-01-13,delayed,Hyderabad,Bangalore,230.91,False
SH00646,BLUEDART,2024-05-25,delayed,Mumbai,Chennai,242.2,False
SH00647,BLUEDART,2024-03-21,in_transit,Pune,Chennai,163.07,False
SH00648,DHL,2024-02-24,,Hyderabad,Bangalore,383.99,False
SH00649,BLUEDART,2024-04-03,in_transit,Delhi,Bangalore,117.71,False
SH00650,FEDEX,2024-03-09,pending,Mumbai,Bangalore,122.26,False
SH00651,DHL,2024-03-20,delayed,Chennai,Delhi,496.08,False
SH00652,FEDEX,2024-03-12,delivered,Chennai,Delhi,339.93,False
SH00653,DHL,2024-01-17,in_transit,Mumbai,Chennai,453.55,False
SH00654,BLUEDART,2024-05-08,delayed,Chennai,Bangalore,348.9,False
SH00655,FEDEX,2024-03-21,delayed,Mumbai,Bangalore,381.76,False
SH00656,DHL,2024-03-11,in_transit,Chennai,Delhi,438.3,False
SH00657,DHL,2024-03-04,,Pune,Chennai,471.64,False
SH00658,DHL,2024-06-18,delivered,Hyderabad,Delhi,360.81,False
SH00659,FEDEX,2024-03-01,in_transit,Pune,Delhi,53.54,False
SH00660,FEDEX,2024-02-11,pending,Mumbai,Bangalore,192.73,False
SH00661,FEDEX,2024-04-15,in_transit,Mumbai,Pune,372.82,False
SH00662,BLUEDART,2024-06-03,delayed,Pune,Delhi,382.0,False
SH00664,BLUEDART,2024-03-22,,Chennai,Pune,380.83,False
SH00665,FEDEX,2024-02-16,in_transit,Chennai,Delhi,475.14,False
SH00666,BLUEDART,2024-04-28,pending,Hyderabad,Bangalore,433.32,False
SH00667,DHL,2024-05-25,pending,Mumbai,Chennai,286.63,False
SH00668,FEDEX,2024-02-18,,Mumbai,Bangalore,401.95,False
SH00669,DHL,2024-03-13,in_transit,Hyderabad,Bangalore,238.25,False
SH00670,FEDEX,2024-04-04,pending,Chennai,Pune,256.17,False
SH00671,BLUEDART,2024-04-18,in_transit,Delhi,Mumbai,82.88,False
SH00673,DHL,2024-05-08,in_transit,Hyderabad,Bangalore,445.05,False
SH00674,DHL,2024-02-02,,Pune,Delhi,176.45,False
SH00675,FEDEX,2024-04-21,in_transit,Hyderabad,Mumbai,381.59,False
SH00676,BLUEDART,2024-01-14,delivered,Delhi,Bangalore,261.61,False
SH00677,FEDEX,2024-05-23,delayed,Mumbai,Pune,100.62,False
SH00678,DHL,2024-05-10,delayed,Pune,Bangalore,450.9,False
SH00679,BLUEDART,2024-01-20,delayed,Hyderabad,Bangalore,354.61,False
SH00680,BLUEDART,2024-01-28,delivered,Mumbai,Pune,62.99,False
SH00681,BLUEDART,2024-01-12,delayed,Pune,Delhi,196.21,False
SH00682,BLUEDART,2024-06-13,,Chennai,Bangalore,74.99,False
SH00683,FEDEX,2024-04-12,,Pune,Bangalore,143.7,False
SH00684,BLUEDART,2024-04-20,in_transit,Chennai,Delhi,456.68,False
SH00685,FEDEX,2024-04-09,delayed,Hyderabad,Bangalore,320.15,False
SH00686,DHL,2024-05-11,delayed,Delhi,Pune,354.4,False
SH00687,BLUEDART,2024-04-21,,Hyderabad,Delhi,264.93,False
SH00688,DHL,2024-01-13,delivered,Hyderabad,Chennai,281.04,False
SH00689,BLUEDART,2024-05-29,delayed,Hyderabad,Mumbai,57.32,False
SH00690,FEDEX,2024-03-17,pending,Mumbai,Delhi,254.75,False
SH00691,DHL,2024-06-03,pending,Chennai,Bangalore,2350.03,False
SH00692,FEDEX,2024-06-03,in_transit,Delhi,Pune,328.32,False
SH00694,FEDEX,2024-06-09,delayed,Chennai,Bangalore,135.91,False
SH00695,DHL,2024-06-28,delayed,Mumbai,Bangalore,262.17,False
SH00696,BLUEDART,2024-01-27,pending,Delhi,Bangalore,244.3,False
SH00697,BLUEDART,2024-04-12,delayed,Hyderabad,Mumbai,376.08,False
SH00698,DHL,2024-03-21,in_transit,Mumbai,Delhi,451.79,False
SH00699,BLUEDART,2024-01-06,pending,Pune,Chennai,136.49,False
SH00700,BLUEDART,2024-03-16,in_transit,Pune,Chennai,481.91,False
SH00701,FEDEX,2024-01-23,delivered,Chennai,Bangalore,127.98,False
SH00702,FEDEX,2024-01-13,in_transit,Pune,Bangalore,446.41,False
SH00703,BLUEDART,2024-01-30,delivered,Mumbai,Delhi,302.89,False
SH00704,DHL,2024-06-25,delayed,Hyderabad,Mumbai,351.27,False
SH00705,FEDEX,2024-06-05,delivered,Mumbai,Delhi,420.62,False
SH00706,DHL,2024-04-23,delayed,Pune,Bangalore,379.65,False
SH00707,DHL,2024-04-16,delivered,Mumbai,Bangalore,160.39,False
SH00708,DHL,2024-04-16,pending,Pune,Mumbai,160.45,False
SH00709,DHL,2024-04-27,delayed,Delhi,Pune,407.57,False
SH00710,DHL,2024-03-21,,Hyderabad,Delhi,123.95,False
SH00711,BLUEDART,2024-06-18,in_transit,Chennai,Delhi,238.69,False
SH00713,BLUEDART,2024-06-27,,Hyderabad,Pune,401.7,False
SH00714,DHL,2024-02-02,delayed,Hyderabad,Mumbai,177.77,False
SH00715,BLUEDART,2024-05-18,in_transit,Chennai,Delhi,424.5,False
SH00716,BLUEDART,2024-05-09,delivered,Mumbai,Chennai,390.45,False
SH00717,DHL,2024-05-28,pending,Delhi,Chennai,349.48,False
SH00718,BLUEDART,2024-05-13,delivered,Hyderabad,Bangalore,197.53,False
SH00719,DHL,2024-01-21,in_transit,Chennai,Pune,449.83,False
SH00720,BLUEDART,2024-05-29,in_transit,Delhi,Pune,498.43,False
SH00721,FEDEX,2024-05-04,delivered,Chennai,Bangalore,485.61,False
SH00722,FEDEX,2024-05-23,delivered,Delhi,Bangalore,320.72,False
SH00723,DHL,2024-03-19,in_transit,Hyderabad,Bangalore,182.29,False
SH00724,FEDEX,2024-02-25,pending,Mumbai,Chennai,269.96,False
SH00725,FEDEX,2024-03-27,delayed,Delhi,Chennai,425.51,False
SH00726,BLUEDART,2024-02-08,in_transit,Delhi,Pune,90.19,False
SH00727,FEDEX,2024-04-23,pending,Pune,Delhi,89.84,False
SH00728,BLUEDART,2024-01-22,delayed,Pune,Delhi,293.83,False
SH00729,FEDEX,2024-05-16,delivered,Hyderabad,Delhi,173.73,False
SH00730,BLUEDART,2024-06-04,delayed,Delhi,Bangalore,70.24,False
SH00731,FEDEX,2024-01-24,delivered,Mumbai,Chennai,293.8,False
SH00732,DHL,2024-01-16,in_transit,Pune,Chennai,131.66,False
SH00733,DHL,2024-01-31,in_transit,Delhi,Chennai,388.46,False
SH00734,FEDEX,2024-04-28,delivered,Mumbai,Chennai,267.88,False
SH00735,FEDEX,2024-03-04,pending,Hyderabad,Pune,403.35,False
SH00736,BLUEDART,2024-02-06,delivered,Hyderabad,Bangalore,401.91,False
SH00737,FEDEX,2024-06-07,delivered,Mumbai,Delhi,50.24,False
SH00738,BLUEDART,2024-02-24,delayed,Delhi,Chennai,176.59,False
SH00739,DHL,2024-05-22,in_transit,Delhi,Bangalore,144.88,False
SH00740,FEDEX,2024-06-18,in_transit,Pune,Chennai,144.78,False
SH00742,DHL,2024-06-20,delivered,Mumbai,Delhi,208.85,False
SH00743,DHL,2024-02-19,in_transit,Mumbai,Delhi,384.42,False
SH00744,DHL,2024-02-26,delayed,Mumbai,Chennai,485.28,False
SH00745,BLUEDART,2024-06-12,,Chennai,Delhi,174.81,False
SH00746,BLUEDART,2024-01-17,pending,Hyderabad,Pune,79.27,False
SH00747,BLUEDART,2024-01-06,pending,Pune,Bangalore,354.98,False
SH00748,DHL,2024-03-23,in_transit,Delhi,Bangalore,173.32,False
SH00749,DHL,2024-04-17,in_transit,Chennai,Delhi,52.32,False
SH00750,DHL,2024-03-04,in_transit,Chennai,Pune,189.86,False
SH00751,DHL,2024-03-04,in_transit,Hyderabad,Mumbai,481.46,False
SH00752,DHL,2024-06-09,delivered,Mumbai,Pune,88.49,False
SH00753,BLUEDART,2024-04-23,delayed,Mumbai,Bangalore,331.78,False
SH00754,FEDEX,2024-04-15,delayed,Delhi,Pune,404.36,False
SH00755,FEDEX,2024-06-15,,Hyderabad,Pune,61.69,False
SH00756,DHL,2024-02-19,delivered,Hyderabad,Delhi,336.81,False
SH00757,FEDEX,2024-01-12,in_transit,Chennai,Bangalore,313.04,False
SH00758,BLUEDART,2024-03-20,in_transit,Hyderabad,Bangalore,-21.26,False
SH00759,BLUEDART,2024-02-20,pending,Hyderabad,Delhi,458.83,False
SH00760,BLUEDART,2024-05-24,delayed,Delhi,Chennai,184.83,False
SH00761,DHL,2024-06-12,in_transit,Delhi,Mumbai,259.94,False
SH00762,FEDEX,2024-01-02,delivered,Delhi,Mumbai,211.05,False
SH00763,BLUEDART,2024-01-08,in_transit,Hyderabad,Mumbai,128.37,False
SH00764,BLUEDART,2024-02-15,delivered,Chennai,Bangalore,59.45,False
SH00765,DHL,2024-03-02,in_transit,Pune,Bangalore,347.41,False
SH00766,FEDEX,2024-02-03,in_transit,Mumbai,Delhi,289.65,False
SH00767,BLUEDART,2024-05-30,delayed,Chennai,Delhi,182.38,False
SH00768,FEDEX,2024-01-21,,Chennai,Pune,348.58,False
SH00769,BLUEDART,2024-04-28,pending,Hyderabad,Mumbai,218.25,False
SH00770,FEDEX,2024-05-29,in_transit,Hyderabad,Chennai,148.79,False
SH00771,FEDEX,2024-04-05,delivered,Delhi,Pune,110.45,False
SH00772,BLUEDART,2024-03-27,delayed,Mumbai,Pune,244.63,False
SH00773,DHL,2024-06-14,delivered,Chennai,Pune,182.53,False
SH00774,FEDEX,2024-04-02,in_transit,Chennai,Delhi,200.19,False
SH00775,BLUEDART,2024-02-05,,Pune,Bangalore,372.28,False
SH00776,FEDEX,2024-05-28,delivered,Pune,Chennai,262.4,False
SH00777,FEDEX,2024-02-23,delayed,Chennai,Bangalore,314.15,False
SH00778,FEDEX,2024-04-19,pending,Mumbai,Chennai,237.96,False
SH00779,DHL,2024-01-03,pending,Hyderabad,Bangalore,425.43,False
SH00780,FEDEX,2024-01-06,delivered,Hyderabad,Mumbai,464.96,False
